0.000000000000000000e+00 7.091374987243842298e+00 1.748472007039265641e-01
1.000000000000000000e+00 1.201522744101389595e+00 1.953955693409228922e-01
2.000000000000000000e+00 6.527337961491923579e-01 1.226185881652128995e-01
3.000000000000000000e+00 8.632536460760527053e-01 9.913257452157827609e-01
4.000000000000000000e+00 6.291871951911717220e-01 1.515419337229851005e+00
5.000000000000000000e+00 5.027440541167381705e-01 1.583750837792952948e-01
6.000000000000000000e+00 2.326873701675867601e+00 1.745404402892558882e-01
7.000000000000000000e+00 2.977443126533845241e-01 1.229927877489572913e-01
8.000000000000000000e+00 5.690722712958938834e-01 3.249490134035929456e-01
9.000000000000000000e+00 5.011611222498262297e-01 2.222381569445133209e-01
1.000000000000000000e+01 6.840696754266336610e-01 1.296439871956140688e-01
1.100000000000000000e+01 4.761729525966264531e-01 2.937032621449384706e-01
1.200000000000000000e+01 4.873330303811198028e-01 5.527056480447450904e-01
1.300000000000000000e+01 7.417115501493679597e-01 2.769050581906086217e-01
1.400000000000000000e+01 4.613541046264841294e-01 2.584672338114334944e-01
1.500000000000000000e+01 3.467460640749577827e-01 1.393536503593890974e-01
1.600000000000000000e+01 3.926354534071951341e-01 1.476975687516805524e-01
1.700000000000000000e+01 7.160309406588738490e-01 3.348672139721038943e-01
1.800000000000000000e+01 2.713290105547418452e-01 4.224332537597570436e-01
1.900000000000000000e+01 2.797022779784885116e-01 2.350643411851846276e-01
2.000000000000000000e+01 4.449571676020598332e-01 2.118302432772440902e-01
2.100000000000000000e+01 2.130133876643481861e-01 9.489988320722030080e-02
2.200000000000000000e+01 3.332066551048550873e-01 5.161997603300290116e-01
2.300000000000000000e+01 2.882330507033207256e-01 5.838210733655171403e-01
2.400000000000000000e+01 1.197725755989905938e+00 1.547406629109993881e-01
2.500000000000000000e+01 1.668356429454883327e-01 1.883355511877781441e-01
2.600000000000000000e+01 1.908816183352295970e-01 2.031813846566738191e-01
2.700000000000000000e+01 2.666475764677705418e-01 1.129078179215773498e-01
2.800000000000000000e+01 3.498817138094370005e-01 1.919626803734363618e-01
2.900000000000000000e+01 4.330141978936520308e-01 1.466369965137579445e-01
3.000000000000000000e+01 6.599085212353709151e-01 1.300860230739299961e-01
3.100000000000000000e+01 1.912307175931206304e-01 1.011060702686126384e-01
3.200000000000000000e+01 2.553748193606802386e-01 1.130267084122468235e-01
3.300000000000000000e+01 3.476508648287290337e-01 1.501991103570430586e-01
3.400000000000000000e+01 1.529151319619012628e-01 9.586205428991562139e-02
3.500000000000000000e+01 2.710173213266497405e-01 8.873035307400502225e-02
3.600000000000000000e+01 1.936794393248549295e-01 1.265647006818117204e-01
3.700000000000000000e+01 1.933688482087299876e-01 9.974927280862362633e-02
3.800000000000000000e+01 1.722337891060555515e-01 1.304791992864547667e-01
3.900000000000000000e+01 1.401000345076373887e-01 1.522691412709462344e-01
4.000000000000000000e+01 1.541835666895730594e-01 1.617110978143337374e-01
4.100000000000000000e+01 1.502351248253406268e-01 2.045098883219254315e-01
4.200000000000000000e+01 1.509254360119901550e-01 7.991253778051871093e-02
4.300000000000000000e+01 1.320561320952941542e-01 1.346159376299534138e-01
4.400000000000000000e+01 1.351245277904635222e-01 6.425682278588795704e-02
4.500000000000000000e+01 1.330844034583112678e-01 8.156245457342801986e-02
4.600000000000000000e+01 1.304986650347436938e-01 1.797820494916194389e-01
4.700000000000000000e+01 1.309778327011560384e-01 7.611185465103541270e-02
4.800000000000000000e+01 1.224764838153521995e-01 9.008032343804071862e-02
4.900000000000000000e+01 1.296878998276026762e-01 4.176693954146825094e-01
5.000000000000000000e+01 1.194309226330114021e-01 9.561619141067449756e-02
5.100000000000000000e+01 1.264589407156611056e-01 6.839653321852286194e-02
